swap_pair,swap_pair_address,liquidity_USD,token_0_symbol,token_0_address,token_0_decimals,token_0_totalSupply,token_1_symbol,token_1_address,token_1_decimals,token_1_totalSupply
MC-WBNB,0x6f9d9cf2320d0877f76631f67938f967369bd4db,0,MC,0x8bbc038596d54ed18e1bc9c3e9396e0349902752,9,61560,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
GTTR-AAVE,0x6ed5583afb934afd8704e48a4e5b7cf2ef2f26b4,0,GTTR,0xf3af5cba2b4d619dabe3919194cba9fa16ad73c8,18,29672,AAVE,0xfb6115445bff7b52feb98650c87f44907e58f802,18,18792
Join-WBNB,0x6e347dbd606fcc447d088135c98d6d0c7bd9c24e,0,Join,0x99097815ca96194235ddaecbec965493ee2f521d,18,61560,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
IRON-STEEL,0x6df6721e7fb4e3118cce22203f78a5ff113aac91,0,IRON,0x7b65b489fe53fce1f6548db886c08ad73111ddd8,18,18792,STEEL,0x9001ee054f1692fef3a48330cb543b6fec6287eb,18,18792
GRIMACE-USDC,0x6d41ee92b1aa6e3523419514904849d665eae80d,4012.506,GRIMACE,0x71dd90c2d51f4c611edb08fc1c6b358f88d154f0,18,18792,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792
MLGB-WBNB,0x6d1be8dceb0a261fb6646cb4f76ef9cbdfb39fa1,0,MLGB,0x274f92549bbb2a2c2e0427d6f50eabec8a672d82,18,45176,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BAB-WBNB,0x6cfd739c93e4702b7c0c4ba1461c80b30fec1b17,0,BAB,0x961b37d18adff2760555e3b8e52aa080f9b939ac,6,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Join-WBNB,0x6cd14621bdf7268a2e7f9db195bf8f2adb736051,0,Join,0x0b442b22fa4d770f86eaad93dfad99d50603f8a1,18,61560,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
CUK-WBNB,0x6cae3e5cbdafa80ed5dff123f49c5a0f032c5939,0,CUK,0x1b400c6496d3b9202d1910ef749756f4d04fa9b2,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-CP,0x6a5ff0651c777c7479045b1ff57e5eb35e6772cb,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,CP,0xfb0842903963cf9fa7ce34ab50497cbb5207e1b6,18,61560
KRW-SUSHI,0x6a08e2927a0cd191189929946741e151e28fac3b,0,KRW,0x1446f3cedf4d86a9399e49f7937766e6de2a3aab,18,18792,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792
AURUM-MIST,0x69a9459c1af897c301fa79f83e08e682e2fb80c7,0,AURUM,0x49207baa3a7332f0716788aa57b088d499bcc104,18,18792,MIST,0x6f8fe12cc34398d15b7d5a5ba933e550da1d099f,18,29672
SUSHI-UNI,0x684c64a74d702010c67219f5315655e2077cb921,136.829,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792,UNI,0xbf5140a22578168fd562dccf235e5d43a02ce9b1,18,18792
RAD-ANKR,0x67659d01016265b4734677ebfb770d4e93758910,0,RAD,0xc17553fafd6f0944e4008f39cdf01a4b33652a52,18,18792,ANKR,0xf307910a4c7bbc79691fd374889b36d8531b08e3,18,18792
Cake-TORD,0x675d18ac69b49b3e913af5b954cc23a42e966bf2,0,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,TORD,0x4b878b08a515ee09e32e6db0a411244de14c9c20,18,18792
USDC-ARB,0x67444d5a14551b91d3a8565d556a63634064697e,4.503,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792,ARB,0xc019773ea92a2b276650c9517d1430f2aa4c4f4c,18,18792
TEST-WBNB,0x66593326d1d62069fb34faaebef4e1c145c18453,0,TEST,0x0c870766a255ed3c0ed861231912e522a1f8414d,18,45176,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
MiniDoge-WBNB,0x661275588acf5db69a692df928428e566732e1cc,0,MiniDoge,0xb1e227deaad36d982f415e51cce775074b156801,9,61560,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
AOG-RAD,0x63ceba1537b443b5bd0119a08f592910264d204f,0,AOG,0x40c8225329bd3e28a043b029e0d07a5344d2c27c,18,18792,RAD,0xc17553fafd6f0944e4008f39cdf01a4b33652a52,18,18792
USDa-TRUSD,0x6372a11e16ef3003b72265588435abbc4009010d,0,USDa,0x16ee8f5fa3d8f6e6c11bb7c0908a0c9e6a6d8e98,9,18792,TRUSD,0x9f8462efb1ac6e62f4ebb031afbb7932ba71d05f,18,18792
VIBEN-WBNB,0x621b43a3c95167a796fa9b35eec7e498595481ea,0,VIBEN,0x89f78549b918891f04078709b19f7595d5739024,9,45176,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ADA-BTCB,0x617ae0f70687d7ef2f49e8621e7447f5cc68c972,0,ADA,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,18,18792,BTCB,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,18,18792
wOMI-HOMI,0x613ebde5dc4411341545fa9456be9fc349de087d,0,wOMI,0x0e15730edc1224406588b6eadee1dd1184ed3378,18,18792,HOMI,0xf8e61529e858e6239d8a8ba8b007ee6cc2b2cbb1,18,29672
Cake-SHIB,0x5ff8bb005ca968fc19cc32147252b3e7c569950f,0,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,SHIB,0x2859e4544c4bb03966803b044a93563bd2d0dd4d,18,18792
KTE-MANA,0x5f539a572d390a33a1f1e90db4def8aa6809285d,0,KTE,0x94a13f1ee31e2230f94c3acdcaceebc5f251ecd3,18,18792,MANA,0xba707a49858364a1916ce797023194147f5b4b67,18,18792
USDC-DAPF,0x5f1eb81c0e51e4148523cde36658e2f08c51ba25,12.047,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792,DAPF,0x9c67ee6d0f3f12969abc92595b06cc1c93a60313,6,18792
WPKT-SUSHI,0x5eeec6fd2db3b9bd3422450cac2dd8edd4cecd00,0.894,WPKT,0x1c25222994531c4ac35e4d94bbf7552c9aa92e32,18,18792,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792
QRC-WBNB,0x5eeb626cc87b2e5e0dc2c97f64a2171adc210221,0,QRC,0x7509d0378dd52a697a69883367b2dabe7ab37f05,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
VOIN-WBNB,0x5e2319349cf3853b5bb987cd996d878a02dcf51c,0,VOIN,0xb7148f2c59430c3a1e728b48610a37fe14ef41d5,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-sam,0x5e123e931f08f96860d89ad2bbedce366002cc9e,0,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,sam,0xfb0e184e0af9e48044878740b054dfe1da725a74,18,18792
WBNB-DMoon,0x5df96bc856d919083c11a23499246993594f2498,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,DMoon,0xdad431fc1d7a5e787eabfac608902e0d2be38713,18,18792
DREGER-Mett,0x5da1b89745de0266d98a01a614970021873ab9b3,0,DREGER,0x434aeb265fc6b70d38ab181f25928a5bf408e01a,18,18792,Mett,0x8b5287f570ca48d0bdd86a9d6dbfa9404435de22,18,29672
M8-WBNB,0x5d71e11af55df48f0f1c5cd04d91819e4737e35c,0,M8,0x6f18a3c6b14fab0e8c033996001e31e077d4d0be,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
DOT-ICE,0x5d067bb7d52ff333271f1dcef15c763b2c8ffd85,1.289,DOT,0x7083609fce4d1d8dc0c979aab8c869ea2c873402,18,18792,ICE,0xf16e81dce15b08f326220742020379b855b87df9,18,18792
DAI-Q,0x5cd538ea07cf7e8392ea689f669962ffa9f7fa7d,0,DAI,0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,18,29672,Q,0x27a708a2e234a07e30ee13404e47259591cbb1c8,18,18792
POP-WBNB,0x59fe10a38740f845129eacd217f09d7770c24202,0,POP,0x4d073e46009bf3fbcc65f12045c446b1d4d9a5ba,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-ZEDXION,0x59bab34a6f77a7d0c9cf1284edbe2c33a6b57eef,0,USDT,0x63b7e5ae00cc6053358fb9b97b361372fba10a5e,6,18792,ZEDXION,0xfbc4f3f645c4003a2e4f4e9b51077d2daa9a9341,18,29672
bTOKEN-SUSHI,0x58c83a0da07c79ad58de6414d6df77f2ffec1d78,27.396,bTOKEN,0x538bf068089e378163f34c0c73f120dfa61805ce,18,18792,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792
what-WBNB,0x58765f17be0dee785c7f0e7e5e4df58d642b7335,0,what,0x17e00aff299154d23832a492c49f1143b3c489e5,9,45176,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
$CARE-WBNB,0x5848018fb3b099991ef43c0a78bed8f77c2cca6a,0,$CARE,0xb39cd5cc9fa44981df277015671a4f96e8d5f497,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
renZEC-renBTC,0x5729e3e9ec01cfb44fdcdd5e61ab527281ba3293,0,renZEC,0x695fd30af473f2960e81dc9ba7cb67679d35edb7,8,18792,renBTC,0xfce146bf3146100cfe5db4129cf6c82b0ef4ad8c,8,18792
TXC-WBNB,0x56697a5e7636fc3d700ae367ac68535fabaa0c7e,0,TXC,0x0471eba86443ae0a25d13c3f6b880dada2c80565,16,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Cake-POP,0x5657fcc782a2c8450e6d9e9901f2c1fbb036b9bd,0,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,POP,0x4d073e46009bf3fbcc65f12045c446b1d4d9a5ba,18,18792
SHIB-RAD,0x5613e67caea3e03e88ce167e5c7843025d3b88ff,0,SHIB,0x2859e4544c4bb03966803b044a93563bd2d0dd4d,18,18792,RAD,0xc17553fafd6f0944e4008f39cdf01a4b33652a52,18,18792
ILVA-USDC,0x54cb87ea2b87605b96ee7031f925cb93d55c4475,0,ILVA,0x421f3387c6e7be9cf20621e273b637d2e73ff451,16,18792,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792
HIGH-RAD,0x54935cdc0b54486397dc786de816bdd7f3297d7b,0,HIGH,0x5f4bde007dc06b867f86ebfe4802e34a1ffeed63,18,18792,RAD,0xc17553fafd6f0944e4008f39cdf01a4b33652a52,18,18792
NEO-LBR,0x537728afcb59d211dcc46b6ef19d0c3d3f5076d6,0,NEO,0xa4697289165ad8f4cbfd67d497966b8a03d087e8,18,18792,LBR,0xa78628ecba2bf5fedf3fe27a7cedaa363b46708f,9,29672
SAFEMOOND☀-SAFEMOON,0x52896be3c5920d2213992387a0e13f35b42f7a48,0,SAFEMOOND☀,0x66201279497c533a54fca644e3c30a9b89342c00,9,18792,SAFEMOON,0x8076c74c5e3f5852037f31ff0093eeb8c8add8d3,9,18792
WBNB-JOIN,0x5192c17ecd76bda77e29c9311148e4b5289a50e9,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,JOIN,0xc7d55bca8801481e9ba81e90f4f3b456c9e9e57e,18,61560
TNN-WBNB,0x511caa4f2c084417b3e8853ed025a4692b65be3b,0,TNN,0x5ecdd2260fd944eb3b306f72c5d3f7c94617c202,18,45176,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
UNI-GTTR,0x4ffd4e9fd2fd8d162e10f3f45a2d58cde0492eb4,0,UNI,0xbf5140a22578168fd562dccf235e5d43a02ce9b1,18,18792,GTTR,0xf3af5cba2b4d619dabe3919194cba9fa16ad73c8,18,29672
BTCB-401k,0x4f37c28b162d17ae50ca4ed2dc1bf2b2052539a5,0,BTCB,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,18,18792,401k,0xf842fb22c4aa7d4c0054844ba63e669704c434d2,18,18792
USDT-ACC,0x4ef16530dfd49c7d284738a9cf59bbc356851998,0,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,ACC,0xb590fbd9c678a12fff4824a2399176fd0544f718,0,18792
$SOL-WBNB,0x4eeeb9a10cc879a2f57b62cc1bcbabeffb412e2d,0,$SOL,0xa36d5e816a6e72c99a5b53dcaf964af500436d3e,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
APEDOGE-ANFI,0x4e6659880f289d64f9788f573e7ac4732b0a7e1d,0,APEDOGE,0x339bf184ed8397b61aa313890f4c888d2fffb2f6,18,18792,ANFI,0xd713c417c6b24be125488a299073fa877d70b4f5,18,18792
MIR-KTE,0x4e485e06295a8da5b330d995e727a8ff0c4dfb1e,0,MIR,0x5b6dcf557e2abe2323c48445e8cc948910d8c2c9,18,18792,KTE,0x94a13f1ee31e2230f94c3acdcaceebc5f251ecd3,18,18792
NEAR-KTA,0x4c4f156341222e7ee9d1851973615b109a71df66,0,NEAR,0x1fa4a73a3f0133f0025378af00236f3abdee5d63,18,18792,KTA,0x6bfb2a74ab3b3ca7d1d938c55000ebff2a50f66c,18,18792
GDT-WBNB,0x4bad32f1ebb2f5e3e9aa0624fd03834630fe2d4f,0,GDT,0xa2a542749d9ab6df22775f87930b6df5863f7aea,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
POP-BUSD,0x4b26cfd36aa0418f32b6d93ed33a377aa61415ca,0,POP,0x4d073e46009bf3fbcc65f12045c446b1d4d9a5ba,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
FGD-SCK,0x49f4093fae13ef85a2d2c19de10db11b5bc15cfd,0,FGD,0x2206c35e770b66fb6fd0d6c633101819e4358fb8,18,18792,SCK,0xc5951498709d64112b7b120138dff714cf3f73bc,18,29672
DAI-Lsp 20,0x4960146d345d99ac768555c90ab5327de38a7f58,0,DAI,0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,18,29672,Lsp 20,0xe62a9bc6ede534e18dd2793dcaf5a2b6df112180,18,18792
MLGB-WBNB,0x4926a86a845672691a0728c0206247b9501b4d71,0,MLGB,0x2bccda627a05d652e375c372e1dff9578f485514,18,45176,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-PSTONK,0x48d81340c8ab67f841d405559b829ce55467292a,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,PSTONK,0xe844b49cdc7ca10c91e453e9d7022c61d2eeacaf,18,18792
KTA-POOCOIN,0x48b7d031b33a7be0c5cc7eb7fb9f5bacdcca3447,0,KTA,0x6bfb2a74ab3b3ca7d1d938c55000ebff2a50f66c,18,18792,POOCOIN,0xb27adaffb9fea1801459a1a81b17218288c097cc,8,29672
USDC-BPRCY,0x47e4c3841adba3cadb67e02b9242e0c4b56ea0b4,0.181,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792,BPRCY,0xdfc3829b127761a3218bfcee7fc92e1232c9d116,8,18792
LLT-WBNB,0x477b6ccdeb8eb771f5345ed0bba0746a66671819,0,LLT,0x4af26ad1a281615cc1066d6c02056b0269aea4e1,18,45176,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
GOLD-Angy,0x47505387a214a055fa8de1d4dace94f6934c8acc,0,GOLD,0x8fff23a410779ef4337faf76aed5b0ae19a94364,8,18792,Angy,0xce74ebc5d95bb307c85676b6a8c6ad2a6c81805a,4,29672
SUSHI-SLP,0x46ce9005b0d6820f42d83263a45536ba2588dc7e,0,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792,SLP,0x9b589ae85d6110e8d1d77f473af6e48ff060acc7,18,18792
Cake-MIM,0x4673c48ec92bec06d144fae62d2d5c6d1a4bd516,0,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,MIM,0xfe19f0b51438fd612f6fd59c1dbb3ea319f433ba,18,18792
BX-WBNB,0x4587431f89e1c3f73c3c7fdf196bda0b064d7554,0,BX,0x6a47d6742551408ae5d242710d20ec2c7a6c21ac,9,61560,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Cake-BER,0x45046c4cd9e4d94c151be5f9f9c81befda080002,0,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,BER,0xdefad558272f0a22993c1ecae31550f14a428a4f,18,18792
CDTK-BAKE,0x44ee3591d1c8ecb0ebe0c4903d40d8b288b6cf0d,0,CDTK,0x4519ad15851e51a77d0cce1e5bc35ba47c3e6932,18,18792,BAKE,0xe02df9e3e622debdd69fb838bb799e3f168902c5,18,18792
SAFER-WBNB,0x448fcafa851f335e498a31ee07a2be376e02cae9,0,SAFER,0x3d5793b69ec422b1d5410dd003e6f60fa5f915ff,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BIDOS-WBNB,0x437d2397fe3aa757000bd6109aa076c24d7e3dde,0,BIDOS,0x6ea4fd26f9e0ba1bcac8519bd7d69296e32f9157,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
SHRIMP-BUSD,0x432d25d0674c7b80d26703f6531cc56ac39ec32a,0,SHRIMP,0x62ee12e4fe74a815302750913c3c796bca23e40e,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
WBNB-SMA,0x42ca71ddafd9868e911eb4389bb4b75fee5ef73a,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,SMA,0xd1a71d800628d6cf57e3d4845361f8f8e7245c23,9,18792
xVUSD-xVON,0x3f9659ed0a9628d29a26599c94163287d32256e2,0,xVUSD,0x75ff8225db6de141dd72efc06f1e0b09d0baab7b,18,18792,xVON,0xd42220de5f5260ccc4c80fe3b08dae0968688d13,18,18792
KTA-BAND,0x3dd1fdb2d9fd7070872bd6ecfd363ddc8dc6a164,0,KTA,0x6bfb2a74ab3b3ca7d1d938c55000ebff2a50f66c,18,18792,BAND,0xad6caeb32cd2c308980a548bd0bc5aa4306c6c18,18,18792
IRON-USDC,0x3db199f3c8febad72027f0a15a0b8c1a9ab20f87,73.169,IRON,0x7b65b489fe53fce1f6548db886c08ad73111ddd8,18,18792,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792
CTT-ADA,0x3da92aaca517081fd00837f7336d867d5a5a4924,0,CTT,0x1cdd4fb11dfde0e7641f210b3e08c13505feb223,18,18792,ADA,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,18,18792
KTA-IOTX,0x3d9a154268dd1d201fc5e103eaa160b269b6b6fe,0,KTA,0x6bfb2a74ab3b3ca7d1d938c55000ebff2a50f66c,18,18792,IOTX,0x9678e42cebeb63f23197d726b29b1cb20d0064e5,18,18792
ULC-ILVA,0x3b0035442a4db9a64628c8533bc2c139ff2740ed,0,ULC,0x2f9f6301bbdc73dcf3ba2013b6fd113ca3293041,18,18792,ILVA,0x421f3387c6e7be9cf20621e273b637d2e73ff451,16,18792
USDC-TRIET,0x3a538a9c4335c06ad33e63e7d1f204dd90b2dd72,1,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792,TRIET,0xf79910f837635ae6936b28cc91c0bacf87c6e96b,18,18792
ADA-ALPHA,0x395fd232ce4c76e4af9f92560e0403087e4e6db4,0,ADA,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,18,18792,ALPHA,0xa1faa113cbe53436df28ff0aee54275c13b40975,18,18792
WET$-Cake,0x3931dabd1cbc980dc513fd040309cd169b661d09,0,WET$,0x045126c6fe80320fb4ec1f69eab334ce817f8018,18,18792,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792
Cake-GHT,0x388aee096e4c3a5600e31dbdd1b7aadf4425bd18,0,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,GHT,0x5a5b9c2608fd973ad18ef96f77cef83402a88fa2,18,18792
Poor-WBNB,0x385ebdeb8f48383ca7a81f590f6db812fa407bf0,0,Poor,0x1644963b9ff4321fe19669dbfaed4a89a59e849f,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
NOMI-PDX,0x380b5c1d3f03c5ad2a66000625084d53c589f9a2,0,NOMI,0x0031aeb3b473e0c437b6c77c0fc8527a368dcca1,18,18792,PDX,0x43a0c5eb1763a211aa3c05849a617f2ee0452767,9,18792
ELONINDEX-ELONINDEX,0x37cf59bfee7d69dfa0e453c9965cb3a16f179448,0,ELONINDEX,0x9d134ca8993ee5569a9ea177add71b93b39f6296,18,18792,ELONINDEX,0xdba58e35a34b2dcd5fa50444a3c1f93ee44863fe,18,29672
DOT-BTCB,0x37a64d7bb95e553b4bb605fdb32ee51bed76b689,0,DOT,0x7083609fce4d1d8dc0c979aab8c869ea2c873402,18,18792,BTCB,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,18,18792
USDC-AD2,0x376709cc0ddb6bcca2d6305e8d6d059be8b50edf,0,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792,AD2,0xc4acd115f1ceebd4a88273423d6cf77c4a1c7559,8,18792
BX-WBNB,0x374ed7390bb318dfb1468714ef63e5417690d219,0,BX,0x6d0b85f661b8e8456ecdf57bd32c1184cc0f6802,9,61560,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDC-BRAIN,0x36f141545bb63b078c3fd8fd5125a4f17ee86655,0,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792,BRAIN,0x9191191aecdfdd0ddf8f5724e1c6de38c3cbaff9,9,18792
USDC-Lsp 20,0x36c1aada5cce85abd977d625ae24df64ef217817,0.026,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792,Lsp 20,0xe62a9bc6ede534e18dd2793dcaf5a2b6df112180,18,18792
BUSD-RBX,0x36a77ef3f681e1cb305c43046aa862af66da5f93,0,BUSD,0x04132bf45511d03a58afd4f1d36a29d229ccc574,18,18792,RBX,0xace3574b8b054e074473a9bd002e5dc6dd3dff1b,18,18792
XA9-GTTR,0x35ffd2e29cf704a090dd651106410db4cd07cf76,0,XA9,0xe9914872699be897a71477a14049d503a24a1429,18,18792,GTTR,0xf3af5cba2b4d619dabe3919194cba9fa16ad73c8,18,29672
PEACE-WBNB,0x35e941f60e6927e152d34596f5168196cd62d72c,0,PEACE,0x2826ac9f66ec1f57736e44daf7365221394ac59d,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
EQUA-WBNB,0x35e1ec067f41de6abd5554e14a8ffbeb28d25c86,0,EQUA,0x907abff0f978f336bb021e9f758e71035b7fdba0,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-AOT,0x35c82867158b81fe5a9a1ac76e4fbe15e50ebba8,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,AOT,0xf21840f8844eae0225a323c10c6746d52eadb4e2,18,38792
WBNB-RBUX,0x35bd9afbc01bcd26008f61447f56999acb43a80d,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,RBUX,0xf6fd7a9c1869bea4661d7111795cdf7a1e35b087,18,45176
WBNB-DLF,0x357ae9ae6b1ff41e84c05906dce0a4e523da864a,0,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,DLF,0xf20812f6845c754ecfc9cea11282d09687c7cd46,9,18792
MASK-USDC,0x3574fd1419555aa329b9334725422ff52c443449,0,MASK,0x2ed9a5c8c13b93955103b9a7c167b67ef4d568a3,18,18792,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792
CORX-GShib,0x350262a16d7aee2942c10a8cb0d6fc7c6c8832c6,0,CORX,0x141383cdb8158982fb3469c3e49cc82f8026d968,18,18792,GShib,0xc0e39cbac6a5c5cdcdf2c1a1c29cbf5917754943,4,29672
LuckyTiger-WBNB,0x340e2291136e82becd03385ef8c4abfdfc0de82e,0,LuckyTiger,0xb582bd1acd9825f28e058892f02af5d18ae3c37b,9,61560,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
tenTEST-TT2,0x33ac895fcd4ef2f0f745da10dd51847d038d52c0,0,tenTEST,0xa8f0d74e4e93dbea770308977822eee4f53534b8,24,18792,TT2,0xfa1f0fdf3f52397353eb45043caf7736e07e7102,18,29672
BANANA-KTE,0x33242bd3ee70519561b3593da2eb077675d4e948,0,BANANA,0x603c7f932ed1fc6575303d8fb018fdcbb0f39a95,18,18792,KTE,0x94a13f1ee31e2230f94c3acdcaceebc5f251ecd3,18,18792
JJ-USDT,0x325ed6ae3043500d01dcc5989023e8eb1f70c491,0,JJ,0x22a2e1be9d5052ada88bf0b8d9ddbf88de1c64f3,18,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
TWT-SUSHI,0x32198009180e5f7334806d8ef6921d165ca278ab,0.078,TWT,0x4b0f1812e5df2a09796481ff14017e6005508003,18,18792,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792
$PACEFOOD-WBNB,0x31dad6737063f042675d5625db2bc67860e5e360,0,$PACEFOOD,0xaeb8f809b693c47c6b045c4c8f148fcc6553007c,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
HILLTOP-USDC,0x30384c9f71071dc50fefdb5153d476f290a15c2e,0,HILLTOP,0x27845cfff80407100481d2eef169e9887d641939,18,18792,USDC,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,18792
tenTEST-TT,0x302847b645165b04389d1a6adca7e0cf69c7c882,0,tenTEST,0x86a1e097e6cdd2f98c78a30655468b4239dbe3c0,18,18792,TT,0x8f9a027be8887fd6d457a1056ba54f1b331b5a0f,18,29672
RTEN-SUSHI,0x2efe7c1b0b7d709ab74cc7f013d05889742e2e3c,10.071,RTEN,0x9321bde343949b3d51b3b280152cfd3306616105,8,18792,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792
SZKN2-SZKN3,0x2e98ae35e8cc763ea420b4d23d23ee4f63a00639,0,SZKN2,0x69047ae8fe8aadd37c3cd0f02322d561445781bf,18,18792,SZKN3,0xf81fd9ddf1d12c383c19595ccad7e4b194233eee,18,18792
QueenDoge-WBNB,0x2e51fb240697f151108558e7e59a1214baaa18d0,0,QueenDoge,0x81512747f4ad8eee2079aeb3e9a9e27ba6578f8e,12,45176,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
STEP-BabyShibaInu,0x2cffe3362ce4eedb13503c4e3d2293d635508e03,0,STEP,0x0cca95fd87441dcd90fddb4e34526c1b3cc6f660,18,18792,BabyShibaInu,0xaecf6d1aff214fef70042740054f0f6d0caa98ab,9,29672
