swap_pair,swap_pair_address,liquidity_USD,token_0_symbol,token_0_address,token_0_decimals,token_0_totalSupply,token_1_symbol,token_1_address,token_1_decimals,token_1_totalSupply
PETN-BUSD,0x97e4573b4eec019ba29c9f1da49742daf3e91f19,0.008,PETN,0x57457b5d725d85a70a3625d6a71818304e773618,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
FUSY-WBNB,0x03f15acb8c4b3f7ef3cde08c4544bb5638df7ad4,0.005,FUSY,0x55308b7aaca25ee98769566efd2ca1caa6492cd7,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDa-USDT,0xc336de6bd60aab1f42fe2286bb493b685d77846e,0.005,USDa,0x16ee8f5fa3d8f6e6c11bb7c0908a0c9e6a6d8e98,9,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
SPARK-WBNB,0xc51f45bafcc33cbc79c8988db11fd22f3c972206,0.006,SPARK,0x51777d44833b0a050ec85cc33065c7a9a12ba5df,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
FVAL-BUSD,0x8ddd0ebbc3868cb9e3d9dfe5a202df59bb5010ec,0.005,FVAL,0xe8e84fa24ba3eef95cd2a9de95e8e356b3ad89a7,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
WBNB-NFT200,0xd963d82c9e5b6ea54edd556e58344f61ca362e37,0.004,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,NFT200,0xd30cabb0ddc184021ffea972d2e98fb69be286a9,12,18792
ADAO-WBNB,0x29e44231610a35a4d335df0e3cb51b13c2d9507c,0.005,ADAO,0xa0ad976e66518c8fd92021c027c531cd12ca2df6,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-BNBH,0xafa18ae173cc2ba17de4c2863b838ade2768e564,0.006,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,BNBH,0xd25631648e3ad4863332319e8e0d6f2a8ec6f267,18,18792
FAMI-WBNB,0x65dbddb2ab11ee29a64ae5044ae9444798f30fd5,0.004,FAMI,0x3cfc0c163771faba40ad90d8a19dfbbf0c5fa8bf,0,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-1CAT,0x4b43ca89be45ef2a41a0ae1c1452e9fc3a3c192b,0.004,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,1CAT,0xbe192a15da3d4004242de1b215691d08a69543d1,18,18792
WBNB-$BULLRN,0xc93f22a4cd3a8f2fea82f55371f4e70805422cb5,0.004,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,$BULLRN,0xc707845ac70c8f3bc944208d2ca173afcd5cbe7c,18,18792
EQLT-WBNB,0x02b61934fba5adff44281027771527a6e404224b,0.004,EQLT,0x90289868e87037f454cc39d8ed4c61c8090ff1f7,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
FTM-WBNB,0xaa4f94af8f952009c0fee10e3566c57469f673f2,0.003,FTM,0xad29abb318791d579433d831ed122afeaf29dcfe,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
FADO-USDT,0xfb3cd8dc7943ac1c4fca82a2cf8d2fe2b5c6cd2f,0.008,FADO,0x3c683013ddbcdf7457527ffebc967d23d1100ff1,18,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
RCX-BUSD,0x4813586c7c45d829528b6f7ee25478d6385570d2,0.005,RCX,0xc19f66af5d06504e4193fd9486d3b65b0c320d14,8,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
BTCB-Lsp 20,0x50b70204c7c46f750c35d156a1a8d4ecc0ff3e7c,0.004,BTCB,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,18,18792,Lsp 20,0xe62a9bc6ede534e18dd2793dcaf5a2b6df112180,18,18792
MiniSports-WBNB,0xd9e9ec1e9f217836bfc6ab2c80362e170bfc2b80,0.004,MiniSports,0x75856ea207ce7194e4e65c334bec143d77701e4a,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
KING-WBNB,0xd8ceaa5a2a915d5c08d9285f0c705b1efd744f54,0.006,KING,0x7a413a278c230e87858ca1cecf3036cd3d1808bf,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-PACE,0x925845ca5f5d938d764b44809fdcc5c56db78fc0,0.005,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,PACE,0xeab9a07ebef85283c5fe7759e9fc8d09f40d2325,18,18792
USDT-RCO,0x8c87b72b9943488722c6b3188a39831757ca1c75,0.004,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,RCO,0xd47930e2f3ad599a1c1be29a3d1ef8eb9c43e6d8,18,18792
USDT-MOONLIGHT,0xa5719352b6f0cae101fd026fd9e44adff465107e,0.005,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,MOONLIGHT,0xb1ced2e320e3f4c8e3511b1dc59203303493f382,9,18792
BLR-WBNB,0x18bff28deee16f707af3d5d73373b58c1fb67ad8,0.005,BLR,0x734c5dc36393ee8ea4389f415fd59b4990ce46da,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ZNPRTCL-WBNB,0x69b433e08053c468695d54c324586dc463e7fdf1,0.004,ZNPRTCL,0x8460445fa0faa9e29118531bdc6d1f57d98c4db0,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
TEST-WBNB,0xc544e54f70dccb3b0ac4f0b8aa44a9c6b78757fd,0.003,TEST,0x1c6ba86b780571d91cc644fb48d7ac10ff387600,3,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
APEDOGE-WBNB,0xaa8b2ca831aec551683f4ddce273350068869bd6,0.004,APEDOGE,0x339bf184ed8397b61aa313890f4c888d2fffb2f6,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ccCLO-BUSD,0x82edc7a317f17f1f05b801d6852820273112e424,0.005,ccCLO,0xccbf1c9e8b4f2cdf3bfba1098b8f56f97d219d53,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
BDCC-BUSD,0xadd49691f624952d86ad2e0722c3476a421fe6a2,0.005,BDCC,0x5b8dc8b4f438b1932ddb2f320b4b7ea65ba41798,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
STICKY-WBNB,0x7d88b30b972d3c97446e0240611d4ea6406b3942,0.003,STICKY,0x7ba953183fe5d8169924da516f1b3cac365add78,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ETH-SteamX,0x6cb00ee2697b208ce763fb953e5473285be29d49,0.004,ETH,0x2170ed0880ac9a755fd29b2688956bd959f933f8,18,18792,SteamX,0xc0924edefb2c0c303de2d0c21bff07ab763163b5,9,18792
SHIB50-BUSD,0x636142b670f28adcfa03f5f161fab6b671ba8e36,0.005,SHIB50,0xd6b1990c8709b7559742f23d884c38cc6dd7c88f,10,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
USDT-LINK,0x13f0eba436fd2a5a51cc5b65631a2e8dfdc36a64,0.004,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,LINK,0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd,18,18792
WFT-WBNB,0xcaae5e57ba5d5e41ab4aea44d0d8be06ea031bfc,0.004,WFT,0x827faecf76328226926db0279dca52041b9a17ad,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
AAH-BUSD,0xb0382fead80c9a32508d85ed19feb225b03b207b,0.004,AAH,0x1bfbbf13066d61b0cbdc6880c96534f2b4fbfd7d,10,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
TSE-WBNB,0x70100cc96f27af72a243ee0de910ea06ceb924be,0.003,TSE,0x99ff1aa9e4d6f55a3e5052ce305aba9c11b85d4c,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-TIMES,0x90d8d2a472fdc062070ad53eebf1eef386157c68,0.004,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,TIMES,0x9451bec4df3358975323ae59f791d170e1f64edb,18,18792
CSW-WBNB,0x11c871ad713a0fe4ee21c9b768e2ce10db6e4fee,0.002,CSW,0x9883966dd53d6f1f998d997b4b22a0addc113046,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-SAFEMOON,0x0b5b16f0cc84ed9918b7a3a3fa1b29d5aa50fc64,0.003,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,SAFEMOON,0x8076c74c5e3f5852037f31ff0093eeb8c8add8d3,9,18792
RFOX-USDT,0xf206b3b16ccf6305ea0c34b6f1ce930c3d6884e9,0.002,RFOX,0x0a3a21356793b49154fd3bbe91cbc2a16c0457f5,18,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
DYNC-WBNB,0xc232a815f702b2490ac6d6b49867881ccdd64148,0.004,DYNC,0x5c6a94c3c23605d445afc5488e66325ac3b5d64e,0,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
TWT-WBNB,0x1a0e61d709a63033f9f5b579d94a5bb92bcf7f06,0.005,TWT,0x8778af34fbd4b564773e952649f52b4c5c325d6b,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
NIU-WBNB,0x6cfa71385db3baebc7008ffac4d2e45de4d3a279,0.002,NIU,0x84515b44fa37c08a4a20d71b8d2c76042d843570,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
PANA-BUSD,0x6290e4c4f1cd1e2c93571ef5c9d7eabc5c41b2e3,0.002,PANA,0x9644825f3dfcad7dab3a42f08531b42c88c3138a,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
PAL-WBNB,0x10882643c13f88f9c2a93cd50e8fb2ae30b816e5,0.002,PAL,0x3386889ed1c553ee27ceb8fc8d38d6a003a16784,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
SHX-WBNB,0x4f4bd4722a9e6e3c1d2ef47430a335362b0d20b7,0.002,SHX,0x6b4e278cf1e95ab56cb3dd50c0aa4b2607fea2a5,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
KAMPAY-WBNB,0x4e3cd653be4a52e3500a3377568cf3b8e855932f,0.002,KAMPAY,0x8e984e03ab35795c60242c902ece2450242c90e9,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
FOMOBABY-WBNB,0x194268e74d802ffa47aeaa08704402b7cee9fc75,0.003,FOMOBABY,0x82d6e409438e9c2eaed8ceec4bd95918cbd17c87,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
SVC-BUSD,0x1cb25ceed4207f8380a8582707c9b9f3dc1f9edb,0.003,SVC,0xcf71e3814e6ab7ef650e1f6224d1641c2eb2b7c9,6,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
USHIBA-WBNB,0xd827e37303574d4e94bf3f65e04cee87f96818a3,0.003,USHIBA,0x39c2ba91190d3f25fbc55017518e663f8bb26be8,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ashi-WBNB,0x01ba797ac20e501258316480bf1d9bacdf69e37b,0.002,ashi,0x04947523ad7e6e08483915ced701978fa4f8d696,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
MIST-WBNB,0x648425063f97c26ca99e95100653638d924ec112,0.002,MIST,0x68e374f856bf25468d365e539b700b648bf94b67,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ACE-WBNB,0x52073843b7b605fda9654de1175eb419af1a90fb,0.003,ACE,0x9a624b4190f38c888bbf7f845f14198f9c951de7,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
SXP-WBNB,0x9d83e79afc49b56a075a64ca38898eeb6c31340e,0.003,SXP,0x47bead2563dcbf3bf2c9407fea4dc236faba485a,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
FORM-BUSD,0xeda2aacc91720ee9d46bf8f3b5656a959eee1571,0.002,FORM,0x25a528af62e56512a19ce8c3cab427807c28cc19,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
WBNB-3X1,0x9a6b29f22ed24fe0181983628900d5bc82ee80a2,0.003,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,3X1,0xe1ffa7b1cdab9a8377703d9bad574f9f53aeb1dc,18,18792
sti-WBNB,0xf44b18ab5e1954850efee6b7e099a855b5d7db01,0.002,sti,0x54c166425d1035f9b5c243448a9f518246c9d64e,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
SANTADOGE-WBNB,0xc7af5232cc1239ad164afc6de83ee1e3eaccc6df,0.003,SANTADOGE,0x3791d810cf6335f0029a71121d7889c6814414d5,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ALT-WBNB,0x9f6dec5bf2d524665c248d7592d31887070c4efa,0.002,ALT,0x187158b7fde74b9d7c0dafa4df0440e66b77e270,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
bDESC-WBNB,0xabb0ea2f791c22087e1057718c1f5703bc7f0926,0.002,bDESC,0x8182dc097d5356ea4fa7905d6bd098c13330b1c0,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
CZR-WBNB,0xe90e728f0ec219e30292746da8858da4d0104d6e,0.002,CZR,0xba948199a068d4e8816f69c5266943b5134dc785,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-test,0x82230ca986c2456910c522c65a3d07cb0e5b0d45,0.003,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,test,0xef74d2ae2808ab139214cdbfe967ede7e6a4b4e0,9,18792
USDT-AKYO,0x776e194e0384435939e482e093b0b89ce7330697,0.002,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,AKYO,0xbda1bbb931778a6912538d811f871eb650269e4f,18,18792
ZAL-WBNB,0x5e560916b2643f90f341faf1ade4c79127977514,0.002,ZAL,0x951462b83ab34ec042152c57d01a1d6f266b4d52,10,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Joes-WBNB,0x336efc214b721cff7336e89055508d140321c811,0.001,Joes,0xadac8dbcf127b4843721af9afc40d9e7a07dc1b3,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-XRPB,0x5819168dbfc35a3a490bae1239e29c8a06ee70df,0.001,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,XRPB,0xc75b548b171540291cae705aa2b844f892d072d3,18,18792
ALBA-WBNB,0x3316d292a08b6faf69d003acb7c0e9f56b106b32,0.001,ALBA,0x15b954768f0ee7216ac019cb7bf0b2749cf32a14,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
FLIX-WBNB,0x301b69cddab752e7f34b3c9c1a5fc7d02643cca2,0.002,FLIX,0x97732cff747158d79fadaec7ffe73f96c4aabdca,10,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
zeni-WBNB,0x4b4fb2e578811a6f64b55c94c66ff77f38fdb5d4,0.001,zeni,0xb8eaae2eb1f356f205e698a8b88f6a67a73d0375,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BabyCare-WBNB,0xe77ef4e61a47bdd42ca662e0efb96eda6bfdd5c0,0.002,BabyCare,0x988300f65191c3a52ef59dbb5539c01b502787a9,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ANOM-BUSD,0x63c9f5b67b95bcb6caf0a322e84045ecd0b8588f,0.001,ANOM,0x5224f552f110ec78e6e0468138950ae5f3040942,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
MART-WBNB,0x8f138c1517efd57bd70a541fd6cbf4988cadc94a,0.001,MART,0x077297c4da69ddeb333908b20722fc4c9f035ceb,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ENLT-WBNB,0xc152ec3603c36de6e1cd661f458808be6a2d2af1,0.001,ENLT,0xae99915429188f006736d9bd065616877373c086,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-A,0x3046c5660ded1e4b64b55c2d56a4744124e0c6fe,0.002,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,A,0xcfe5433ba4e114d2b7e9a81fec750777b8ca10a1,18,18792
WBNB-renBTC,0xb91d8ec2e216bef1149d8e1cd97b62d3f12c9b91,0.001,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,renBTC,0xfce146bf3146100cfe5db4129cf6c82b0ef4ad8c,8,18792
FLEPA-WBNB,0x801bd3211f814e806b9b10645f0e5d49f7803f17,0.001,FLEPA,0xa2a0bfdddb395d28e6ecc398d15cbe4ae5797e45,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-$ELONOM,0x08d21355813861c4fe718ac23ed88832f3981532,0.002,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,$ELONOM,0xd3ecc6a4ce1a9faec1aa5e30b55f8a1a4b84f938,4,18792
GTA-WBNB,0x5fec8e88923d7f7745f5681f1c8803c3c3b38e9c,0.001,GTA,0x087bc09fec4f8e0f107329e2ef8c01829b10768f,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Numancia-WBNB,0x84d6e6721370c315bf42fd1d4c7cf8937b9cb303,0.001,Numancia,0x6a2491e6a169f9a8186e87c4678c9ec44916740c,2,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
GST-WBNB,0xad4b0792c2f355cdf25de7343f99b929fdbaf3a0,0.001,GST,0x4a2c860cec6471b9f5f5a336eb4f38bb21683c98,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BTCCB-WBNB,0xa9cd687216b7c0f17ae6c8dc3cc467507300a7a9,0.001,BTCCB,0x0670f6b6a5b256d83d4262075844420d50f0391e,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WET$-WBNB,0x23ab90c0a320222b920a875fd45dee206a0fd096,0.001,WET$,0x045126c6fe80320fb4ec1f69eab334ce817f8018,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
GTPS-WBNB,0x909bd933864be0eadf7e11bf2bfc6c32afcf2bf1,0.001,GTPS,0x9427a2a738affbc5880f0646b5251069c022e525,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-ACK,0x4239df037039d67469d5ffaf02c705e6d54195bb,0.001,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,ACK,0xf7b5fb4607abfe0ecf332c23cbdcc9e425b443a8,18,18792
HPAD-BUSD,0x4846db3a83c68ed59f836c0ae2bda1cfe932891e,0.001,HPAD,0x7009bd9a1369e74457cdac84191ca83f33e89217,18,29672,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
NGT-USDT,0x1c061f925cc10fdf9a4103ab716cb47ddd545f88,0.001,NGT,0x0086f349f604d315280db3c7920be55439aafc5e,18,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
BBT-BUSD,0x484825c0212d16d67135f948ae8fd1aa6fb0c426,0.001,BBT,0xb3670f91e86a96eeda0c75b1573035a6277226fb,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
WBNB-GOD,0xba2bdd7153cf5a290457f21551e4d5185d0198fd,0.001,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,GOD,0xd8e37cf65fa3e071c1059e5aa78c3a6cafd25cfd,18,18792
WBNB-GPro,0x44c94ee77800008528910aac723f6afbc6ac6af0,0.001,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,GPro,0xd4e24316d9b94c2b35c59cb8bb6d750efc7c1ad9,9,18792
HILLTOP-BUSD,0xc340ab8f7b1f1a41249e8bdf233d88716fc52c4e,0.001,HILLTOP,0x27845cfff80407100481d2eef169e9887d641939,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
USDT-ACY,0x144252cf7feba709c1a4231bf7a67f51ba72a751,0.001,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,ACY,0xc94595b56e301f3ffedb8ccc2d672882d623e53a,18,18792
WBNB-LarvaLabs,0xf40be30b8cd4b7d821a50efa4445dc7891ec90fc,0.001,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,LarvaLabs,0xe5c29750ea4653b9065873faa096a2bd5b59554b,9,18792
SHIB2-WBNB,0xd56559daa9fa1c270e4943be262a54e5ddc5a2aa,0.001,SHIB2,0xb799eeb2480c7849e1f572d4386459d99c5e5f78,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
FIA-USDT,0x87af0cb4cc6c3aab1478e5ee279a5b098073d27b,0.001,FIA,0x3489be00546e660b58d182bab7720de5aacb00f6,18,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
NFS-WBNB,0x9a10b693d4fb33582dc723de17c7b95139b003b6,0,NFS,0x64815277c6caf24c1c2b55b11c78ef393237455c,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
MMFT-WBNB,0x7ac5f478377a5fe4c728899f1d689b38df159400,0.001,MMFT,0x14e90e5d7884b03ab2d57266a4a4b2272c73acbb,0,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Cultx-WBNB,0xc11a24dd4a7b97b303b6fb08290f14dac679b9d4,0.001,Cultx,0x34d972fb59024d9dc84e4091211d8b0087a3ef37,3,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
EPS-WBNB,0xef7364d3c988ca58c17138a9698a340ba2bfe63a,0.001,EPS,0xa7f552078dcc247c2684336020c03648500c6d9f,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
aLog-WBNB,0xe36ac48e4f259f1d68f2056e461654923d87fa13,0.001,aLog,0x1a9a6d9680556096d1aab17465d231e3a5cb326b,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BMON-WBNB,0x54d0440e5e6c76a270af0a1173d92c33a80d0067,0.001,BMON,0x08ba0619b1e7a582e0bce5bbe9843322c954c340,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ETH-BAND,0xaa4fe9d72067a1e6e46858f7bfbdfc5af267d65b,0.001,ETH,0x2170ed0880ac9a755fd29b2688956bd959f933f8,18,18792,BAND,0xad6caeb32cd2c308980a548bd0bc5aa4306c6c18,18,18792
demure-WBNB,0x7d701be488989c027c8aa8d416a0c4ef78d482fe,0.001,demure,0xa4bb93c3848b08fb52ec1b065e8b894c21a89e2c,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
UST-BUSD,0x25652f92ce2c3f9b45f336b595c496ffd7624cf3,0,UST,0x23396cf899ca06c4472205fc903bdb4de249d6fc,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
WBNB-GALAFARM,0xf51d2129e04f6018f5246ce31ec28f04c54a3c12,0.001,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,GALAFARM,0xd80329b27b039b206f66f91dd2e0cdf2d0956b84,18,18792
BTCB-SUSHI,0x4ffc4130b66111506fd3bf1ff7de42d389555f1f,0.001,BTCB,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,18,18792,SUSHI,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,18792
NUS-BUSD,0x67f004d0e5b2f66b91cdbf4dcd27da93810d04b0,0.001,NUS,0x491766d35b50c890b06c52a1951cfd3252bbef2d,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
MILK2-WBNB,0x9f616cf9a2506e6beb9c4a5c9424fff5cb30fbef,0.001,MILK2,0x4a5a34212404f30c5ab7eb61b078fa4a55adc5a5,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
NHLB-WBNB,0x52fe10e0328fac5f85395808b2b5732e1d3e849b,0.001,NHLB,0xa06b4e92f5d2fcda200381812c9ef7766b8310b4,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
KNG-WBNB,0x4f93ac9684d55c08cc3e4253dea322403f117101,0.001,KNG,0x4fc9de41b68c2afe92a34e01e304225238af6049,6,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
hgde-WBNB,0x6689b106c84c22e32e59e111c198dc846338403d,0.001,hgde,0x8d5e2ac974e9d261d71799404af636a1c3b86168,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
TITANO-WBNB,0x341173eae8735130f1e951f68fbd15bfe3c38ed7,0,TITANO,0xba96731324de188ebc1ed87ca74544ddebc07d7f,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
GRIMACE-WBNB,0xc65202ad7ac2520051f23c0c47a9f00590cf5844,0.001,GRIMACE,0x71dd90c2d51f4c611edb08fc1c6b358f88d154f0,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-FROSTEDCAKE,0x3a24b731eb9e9b3ffd47900c1dad5371c12f4498,0.001,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,FROSTEDCAKE,0x94ba29d58d419bd798b282476db3dd9d97ba8c23,18,18792
MGC-WBNB,0xac87c703490eaea67d6af68f47ceb0763b865926,0.001,MGC,0x641a7072518ca07bd8731b56b5b78c2320ae8de0,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
